responder_id,birth_year,gender,industry_desc,occupation_desc,manage_others,household,years_at_job,metro_or_regional
1216,1965,Female,Other,Managers,Yes,Single person,More than 5 years,Metro
1217,1980,Male,"Professional, Scientific and Technical Services",Other,Yes,Couple with no dependent children,Between 6 and 12 months,Metro
1218,1984,Female,Financial and Insurance Services,Managers,Yes,Group household,Between 1 and 5 years,Metro
1219,1971,Female,Other,Clerical and administrative ,No,Couple with no dependent children,More than 5 years,Metro
1220,1992,Male,"Professional, Scientific and Technical Services",Professionals,Yes,Single person,Between 1 and 5 years,Metro
1221,1900,Female,Health Care and Social Assistance,Other,Yes,Single person,Between 1 and 5 years,Metro
1222,1991,Female,Health Care and Social Assistance,Sales ,No,Other one family household,Between 1 and 5 years,Regional
1223,1985,Male,Other,Managers,Yes,One  parent family with dependent children,Between 1 and 5 years,Metro
1224,1995,Male,Information Media and Telecommunications,Managers,Yes,Couple with no dependent children,Between 6 and 12 months,Metro
1225,1956,Male,Other,Managers,Yes,Couple with no dependent children,More than 5 years,Metro
1226,1968,Male,Health Care and Social Assistance,Professionals,Yes,Couple with dependent children,More than 5 years,Metro
1227,1991,Male,Other Services,Professionals,No,Couple with no dependent children,Between 6 and 12 months,Metro
1228,1990,Male,Retail Trade,Managers,Yes,Couple with dependent children,Between 1 and 5 years,Metro
1229,1981,Male,Other,Managers,Yes,Single person,More than 5 years,Metro
1230,1991,Male,Other,Sales ,No,Couple with no dependent children,Between 1 and 5 years,Metro
1231,1959,Female,Health Care and Social Assistance,Other,No,Other one family household,More than 5 years,Regional
1232,1984,Female,Other,Professionals,Yes,Couple with dependent children,Between 6 and 12 months,Metro
1233,1969,Female,Retail Trade,Managers,No,Other one family household,More than 5 years,Metro
1234,1959,Female,"Professional, Scientific and Technical Services",Professionals,No,Couple with dependent children,Between 1 and 5 years,Metro
1235,1983,Male,Information Media and Telecommunications,Professionals,Yes,Couple with dependent children,Between 6 and 12 months,Metro
1236,1988,Male,Financial and Insurance Services,Clerical and administrative ,No,Single person,Between 1 and 5 years,Metro
1237,1959,Male,Other,Managers,No,Couple with dependent children,Between 1 and 5 years,Metro
1238,1971,Female,Other,Clerical and administrative ,No,Couple with no dependent children,More than 5 years,Metro
1239,1980,Female,Other,Managers,Yes,Couple with dependent children,More than 5 years,Regional
1240,1995,Female,Education and Training,Professionals,No,Couple with no dependent children,Between 1 and 5 years,Metro
1241,1970,Male,Other Services,Other,Yes,Single person,Between 1 and 5 years,Metro
1242,1988,Female,Retail Trade,Clerical and administrative ,Yes,Single person,Between 1 and 5 years,Metro
1243,1962,Male,Other,Professionals,No,Single person,More than 5 years,Metro
1244,1980,Male,Other Services,Managers,No,Couple with dependent children,More than 5 years,Metro
1245,1964,Male,Health Care and Social Assistance,Other,No,Single person,More than 5 years,Regional
1246,1973,Male,Other,Professionals,Yes,Couple with dependent children,More than 5 years,Metro
1247,1980,Female,Retail Trade,Sales ,Yes,Couple with dependent children,Between 1 and 5 years,Metro
1248,1983,Female,Other,Professionals,Yes,Couple with dependent children,Between 6 and 12 months,Metro
1249,1980,Female,Information Media and Telecommunications,Clerical and administrative ,Yes,Couple with dependent children,Between 1 and 5 years,Metro
1250,1981,Female,"Professional, Scientific and Technical Services",Professionals,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
1251,1991,Male,Financial and Insurance Services,Other,No,Single person,Between 1 and 5 years,Metro
1252,1968,Female,Health Care and Social Assistance,Other,Yes,Couple with no dependent children,More than 5 years,Metro
1253,1986,Male,Health Care and Social Assistance,Managers,Yes,Couple with dependent children,Between 1 and 5 years,Metro
1254,1998,Male,Financial and Insurance Services,Professionals,No,Multiple family household,Between 1 and 5 years,Metro
1255,1987,Female,Financial and Insurance Services,Clerical and administrative ,No,Couple with no dependent children,Between 1 and 5 years,Metro
1256,1986,Female,Financial and Insurance Services,Managers,Yes,Couple with dependent children,More than 5 years,Regional
1257,1980,Female,Information Media and Telecommunications,Professionals,No,Couple with dependent children,More than 5 years,Metro
1258,1973,Male,Other,Professionals,No,Single person,More than 5 years,Metro
1259,1982,Male,Other,Managers,Yes,Multiple family household,More than 5 years,Regional
1260,1975,Male,Health Care and Social Assistance,Professionals,Yes,Couple with no dependent children,More than 5 years,Metro
1261,1962,Female,Other Services,Managers,Yes,Couple with no dependent children,Between 1 and 5 years,Regional
1262,1985,Male,Retail Trade,Managers,Yes,Couple with no dependent children,Between 6 and 12 months,Metro
1263,1961,Male,Other,Sales ,No,Couple with no dependent children,More than 5 years,Regional
1264,1957,Female,Financial and Insurance Services,Professionals,No,Couple with no dependent children,Between 1 and 5 years,Regional
1265,1980,Female,Other,Professionals,No,Group household,Between 1 and 5 years,Metro
1266,1961,Female,Retail Trade,Managers,No,Couple with no dependent children,More than 5 years,Regional
1267,1986,Male,Other,Other,No,Multiple family household,Between 6 and 12 months,Metro
1268,1986,Male,Retail Trade,Managers,Yes,Couple with dependent children,More than 5 years,Metro
1269,1966,Male,Other,Professionals,Yes,Couple with dependent children,More than 5 years,Metro
1270,2000,Male,Information Media and Telecommunications,Professionals,Yes,Single person,Between 1 and 5 years,Metro
1271,1962,Male,Other,Sales ,No,Couple with dependent children,Between 1 and 5 years,Regional
1272,1984,Male,Information Media and Telecommunications,Managers,Yes,Single person,Between 6 and 12 months,Metro
1273,1961,Male,"Professional, Scientific and Technical Services",Managers,Yes,Couple with dependent children,More than 5 years,Metro
1274,1960,Female,"Professional, Scientific and Technical Services",Managers,No,Couple with no dependent children,More than 5 years,Metro
1275,1987,Male,"Professional, Scientific and Technical Services",Sales ,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
1276,1956,Male,"Professional, Scientific and Technical Services",Professionals,No,Couple with no dependent children,More than 5 years,Regional
1277,1964,Female,Financial and Insurance Services,Clerical and administrative ,No,Couple with dependent children,More than 5 years,Metro
1278,1984,Male,Health Care and Social Assistance,Professionals,Yes,Couple with dependent children,More than 5 years,Metro
1279,1983,Female,"Professional, Scientific and Technical Services",Professionals,No,Couple with dependent children,Between 1 and 5 years,Metro
1280,1985,Male,Other,Managers,Yes,Couple with dependent children,More than 5 years,Metro
1281,1968,Female,Other,Managers,Yes,Couple with no dependent children,More than 5 years,Metro
1282,1990,Female,Information Media and Telecommunications,Professionals,Yes,Couple with dependent children,Between 1 and 5 years,Metro
1283,1980,Female,Other,Other,Yes,Couple with no dependent children,More than 5 years,Regional
1284,1955,Female,Other,Clerical and administrative ,Yes,Couple with no dependent children,Between 6 and 12 months,Metro
1285,1978,Male,"Professional, Scientific and Technical Services",Professionals,No,Couple with dependent children,Between 1 and 5 years,Metro
1286,1964,Male,Retail Trade,Managers,Yes,Couple with dependent children,Between 1 and 5 years,Metro
1287,1958,Male,Education and Training,Professionals,Yes,Couple with no dependent children,More than 5 years,Metro
1288,1990,Male,Information Media and Telecommunications,Other,Yes,Single person,Between 1 and 5 years,Metro
1289,1984,Female,"Professional, Scientific and Technical Services",Professionals,No,Single person,Between 1 and 5 years,Metro
1290,1960,Male,Other Services,Professionals,No,Couple with no dependent children,More than 5 years,Metro
1291,1969,Female,Education and Training,Professionals,No,Couple with no dependent children,Between 1 and 5 years,Regional
1292,1975,Female,Financial and Insurance Services,Clerical and administrative ,Yes,Couple with dependent children,More than 5 years,Metro
1293,1957,Female,Financial and Insurance Services,Clerical and administrative ,No,Single person,More than 5 years,Metro
1294,1988,Female,Financial and Insurance Services,Clerical and administrative ,No,Couple with no dependent children,Between 6 and 12 months,Metro
1295,1988,Male,Other Services,Managers,Yes,Group household,More than 5 years,Metro
1296,1991,Female,Other,Managers,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
1297,1970,Female,Education and Training,Other,No,Single person,More than 5 years,Metro
1298,1987,Female,Information Media and Telecommunications,Managers,Yes,Couple with dependent children,More than 5 years,Metro
1299,1990,Male,Other Services,Managers,Yes,Couple with no dependent children,More than 5 years,Metro
1300,1961,Male,Other,Professionals,No,Couple with dependent children,More than 5 years,Regional
1301,1972,Male,"Professional, Scientific and Technical Services",Professionals,No,Couple with dependent children,Between 1 and 5 years,Metro
1302,1978,Male,Other,Managers,Yes,Couple with dependent children,More than 5 years,Regional
1303,1990,Male,Health Care and Social Assistance,Professionals,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
1304,1994,Male,Education and Training,Other,Yes,Group household,More than 5 years,Metro
1305,1990,Male,Other,Sales ,Yes,Couple with dependent children,Between 6 and 12 months,Metro
1306,1958,Female,Health Care and Social Assistance,Other,No,Couple with no dependent children,More than 5 years,Regional
1307,1972,Female,Other,Clerical and administrative ,No,Couple with dependent children,Between 1 and 5 years,Metro
1308,1984,Female,"Professional, Scientific and Technical Services",Professionals,No,Group household,More than 5 years,Metro
1309,1967,Female,Other,Professionals,No,Couple with dependent children,More than 5 years,Regional
1310,1977,Male,Financial and Insurance Services,Managers,Yes,Couple with dependent children,More than 5 years,Metro
1311,1995,Female,Retail Trade,Other,No,Couple with dependent children,Between 1 and 5 years,Metro
1312,1963,Male,"Professional, Scientific and Technical Services",Professionals,No,Couple with dependent children,More than 5 years,Regional
1313,1979,Male,Other,Other,Yes,Couple with no dependent children,Between 1 and 5 years,Regional
1314,1990,Male,Other,Managers,Yes,Couple with dependent children,More than 5 years,Regional
1315,1998,Male,Other,Managers,Yes,Multiple family household,Between 6 and 12 months,Metro
1316,1972,Male,Information Media and Telecommunications,Professionals,No,Couple with dependent children,More than 5 years,Metro
1317,1989,Male,Other,Professionals,No,Single person,More than 5 years,Metro
